,author,date,genre,gutenberg_id,source,title,viaf_author_uri,dictcom_gl,oed_gl
401,"Mercier, Louis-S__ÎÎ©bastien,",1771,teamblack | anatscifi,nyp.33433081958500,genrescorpus,Memoirs of the year two t,,0.39018344075359446,0.21434184675834972
403,"Reeve, Clara,",1777,teamblack | pbgothic,uc2.ark+=13960=t1td9p949,genrescorpus,The old English baron,,0.469760900140647,0.29883624272651704
402,Henrietta.,1777,teamblack | random,nyp.33433074955331,genrescorpus,Letters from Henrietta to,,0.4828599412340842,0.2928870292887029
14,"Burney, Fanny, 1752-1840",1779,fic,6053,gutenberg,EVELINA; OR A YOUNG LADY's ENTRANCE INTO THE WORLD.,http://viaf.org/viaf/95297439,0.39590347923681257,0.20685409398727683
404,"Leprince de Beaumont,",1780,teamblack | random,hvd.hn6nee,genrescorpus,Letters of Madame Du Montier,,0.387984496124031,0.2362565445026178
405,"Campe, Joachim Heinrich,",1780,teamblack | random,mdp.39015078572263,genrescorpus,The new Robinson Crusoe;,,0.609720885466795,0.38412189254210105
407,"Lee, Sophia,",1785,teamblack | pbgothic | stew,mdp.39015039369650,genrescorpus,The recess;,,0.3891509433962264,0.2171086843473739
406,"Genlis, St__ÎÎ©phanie F__ÎÎ©licit__ÎÎ©",1785,teamred | random,mdp.39015024230610,genrescorpus,Tales of the castle;,,0.4518891687657431,0.28798908098271153
408,"Bennett, Anna Maria,",1786,teamred | random,dul1.ark+=13960=t3vt2js1t,genrescorpus,"Anna; or, Memoirs of a Welch Heiress",,0.3952702702702703,0.2241984554177393
409,"Beckford, William,",1786,teamblack | pbgothic | stew,uiuo.ark+=13960=t9h41nx14,genrescorpus,Vathek,,0.43705463182897863,0.24598606482883975
411,"Smith, Charlotte,",1788,teamblack | pbgothic | stew,nyp.33433074911532,genrescorpus,Emmeline,,0.42175641488977234,0.23630628047031832
15,"Wollstonecraft, Mary",1788,fic,16357,gutenberg,Mary,http://viaf.org/viaf/51697482,0.4238833181403829,0.2682926829268293
410,"Berkeley, George Monck,",1788,teamred | random,dul1.ark+=13960=t6834qb4k,genrescorpus,Heloise: or The siege of ,,0.4254742547425474,0.2543307086614173
412,"Smith, Charlotte,",1788,teamred | pbgothic | stew,nyp.33433074911508,genrescorpus,Emmeline,,0.4387335526315789,0.2534106412005457
16,"Hayley, William, 1745-1820",1789,fic,7371,gutenberg,THE YOUNG WIDOW; OR THE HISTORY OF CORNELIA SEDLEY IN A SERIES OF LETTERS.,http://viaf.org/viaf/45100846,0.3556962025316456,0.20974465867639394
416,"Radcliffe, Ann Ward,",1790,teamred | pbgothic | stew,nyp.33433074955109,genrescorpus,A Sicilian romance,,0.37991803278688524,0.2354403409090909
414,"Radcliffe, Ann Ward,",1790,teamred | pbgothic | stew,nyp.33433074955091,genrescorpus,A Sicilian romance,,0.396543883583447,0.24240092343208927
413,"White, James,",1790,teamblack | random,nyp.33433074918784,genrescorpus,The adventures of John of,,0.42082940622054665,0.25093353248693057
415,"Lavall__ÎÎ©e, Joseph,",1790,teamblack | random,njp.32101074629542,genrescorpus,The negro equalled by few,,0.4309607156748347,0.27666666666666667
17,"Trusler, John, 1735-1820",1790,fic,22500,gutenberg,Proverbs Exemplified AND ILLUSTRATED BY PICTURES FROM REAL LIFE.,http://viaf.org/viaf/66507465,0.43555284056200366,0.24656896952779717
18,"Inchbald, Mrs., 1753-1821",1791,fic,22002,gutenberg,A SIMPLE STORY. IN FOUR VOLUMES.,http://viaf.org/viaf/59084053,0.3648766328011611,0.20245540884873756
417,"Combe, William,",1791,teamblack | random,njp.32101066479765,genrescorpus,The devil upon two sticks,,0.38419705694177864,0.22659574468085106
419,"Radcliffe, Ann Ward,",1791,teamblack | pbgothic | stew,nnc1.cu58506756,genrescorpus,The romance of the forest,,0.40540540540540543,0.23784466428120396
418,"Reeve, Clara,",1791,teamblack | stangothic,mdp.39015033367668,genrescorpus,The school for widows,,0.49901671583087515,0.3148148148148148
19,"Holcroft, Thomas, 1745-1809",1792,fic,9468,gutenberg,ANNA ST. IVES: A NOVEL.,http://viaf.org/viaf/56644486,0.37983798379837985,0.2044940431307495
420,"Godwin, William,",1794,teamred | pbgothic | stew,uva.x000498882,genrescorpus,The adventures of Caleb W,,0.34894724390820914,0.1931799092894339
20,"Holcroft, Thomas, 1745-1809",1794,fic,9811,gutenberg,THE ADVENTURES OF HUGH TREVOR. BY THOMAS HOLCROFT.,http://viaf.org/viaf/56644486,0.35754640839386603,0.187985014717688
21,"Radcliffe, Ann Ward, 1764-1823",1794,fic,3268,gutenberg,THE MYSTERIES of UDOLPHO A ROMANCE; INTERSPERSED WITH SOME PIECES OF POETRY.,http://viaf.org/viaf/64010774,0.3656298948310584,0.20157404433022807
422,"Bennett, Anna Maria,",1794,teamred | random,mdp.39015021250124,genrescorpus,"Ellen, Countess of Castle Howel",,0.4106592729513247,0.24505070014485755
423,"Gunning,",1794,teamblack | random,mdp.39015063931474,genrescorpus,Memoirs of Mary,,0.42248062015503873,0.2485284499672989
421,"Moser, Joseph,",1794,teamred | random,nnc1.1002330709,genrescorpus,Turkish tales,,0.44899244332493704,0.2893835616438356
22,"Cumberland, Richard, 1732-1811",1795,fic,43529,gutenberg,HENRY; IN FOUR VOLUMES.,http://viaf.org/viaf/76451457,0.3860369609856263,0.21492651269326207
424,"Cumberland, Richard,",1795,teamred | random,nnc1.0037104152,genrescorpus,Henry,,0.3908549953022236,0.23193069306930694
25,"Burney, Fanny",1796,fic,40619,gutenberg,Camilla,http://viaf.org/viaf/95297439,0.345718901453958,0.1693982387475538
23,"Hays, Mary",1796,fic,41256,gutenberg,Memoirs of Emma Courtney,http://viaf.org/viaf/29629662,0.3469865418373318,0.19926114061417685
427,"Burney, Fanny,",1796,teamblack | random,uc2.ark+=13960=t5t728t8q,genrescorpus,"Camilla: or, A picture of",,0.3790451778276194,0.21721603035333176
24,"Lewis, M. G. (Matthew Gregory), 1775-1818",1796,fic,601,gutenberg,THE MONK: A ROMANCE.,http://viaf.org/viaf/100160188,0.38400814871403105,0.22421353670162059
426,"Roche, Regina Maria,",1796,teamblack | pbgothic,njp.32101062743727,genrescorpus,The children of the abbey,,0.4135782223679895,0.23431594860166288
428,"Lewis, M. G.",1796,teamblack | pbgothic | stew,nyp.33433074874748,genrescorpus,The monk,,0.4341961356179366,0.2589515898023489
425,"Lewis, M. G.",1796,teamblack | pbgothic,nyp.33433074874300,genrescorpus,The monk,,0.4734439834024896,0.2847972972972973
26,"Brown, Charles Brockden, 1771-1810",1798,fic,792,gutenberg,WIELAND; OR THE TRANSFORMATION.,http://viaf.org/viaf/49222478,0.3347016967706623,0.18774827514112483
28,"Brown, Charles Brockden, 1771-1810",1799,fic,18508,gutenberg,ARTHUR MERVYN; OR MEMOIRS OF THE YEAR 1793.,http://viaf.org/viaf/49222478,0.34291628334866603,0.18706882721001122
429,"Robinson, Mary Darby,",1799,teamred | random,nyp.33433074911771,genrescorpus,The false friend,,0.4179160419790105,0.2429138321995465
27,"Hays, Mary",1799,fic,1424,gutenberg,Victim of prejudice,http://viaf.org/viaf/29629662,0.5019716088328076,0.29767441860465116
29,"Brown, Charles Brockden, 1771-1810",1800,fic,36289,gutenberg,ORMOND; OR THE SECRET WITNESS.,http://viaf.org/viaf/49222478,0.31963636363636366,0.19382192610539067
430,"Hamilton, Elizabeth,",1800,teamred | random,mdp.39015023189999,genrescorpus,Memoirs of modern philosophers,,0.4115499502157318,0.2442767950052029
431,"Karamzin, Nikola___ Mikha___lovich,",1800,teamred | random,nyp.33433051569915,genrescorpus,Russian tales,,0.500968992248062,0.3062599049128368
434,"Moore, George,",1801,teamblack | stangothic,uiuo.ark+=13960=t0ns19n7m,genrescorpus,Grasville Abbey,,0.4864864864864865,0.30046082949308756
432,"Du Bois, Edward,",1801,teamred | random,njp.32101068177102,genrescorpus,Old Nick;,,0.49206349206349204,0.2987993138936535
433,"Du Bois, Edward,",1801,teamred | random,njp.32101068177094,genrescorpus,Old Nick;,,0.4978885135135135,0.27876106194690264
436,"Cullen, Margaret.",1802,teamred | random,nyp.33433074954979,genrescorpus,Home,,0.3738074588031223,0.22965440356744704
435,"Melville, Theodore.",1802,teamblack | stangothic,uiuo.ark+=13960=t2988vx2b,genrescorpus,"The white knight, or, The monastery of Morne",,0.4467504096122338,0.2880508859609269
440,Anonymous7,1803,teamblack | random,uc1.b248234,genrescorpus,"Barbara Markham; or, The profligate requited;",,0.35884244372990354,0.22141372141372143
443,"Cuthbertson, Catherine.",1803,teamblack | stangothic | stew,uiuo.ark+=13960=t1gh9v49g,genrescorpus,Romance of the Pyrenees,,0.37410317731465664,0.20696018982335881
439,"Cuthbertson, Catherine.",1803,teamblack | stangothic,uiuo.ark+=13960=t8nc69j1b,genrescorpus,Romance of the Pyrenees,,0.38732149076976663,0.21365062761506276
444,"Cuthbertson, Catherine.",1803,teamblack | stangothic,uiuo.ark+=13960=t6xw4rw1j,genrescorpus,Romance of the Pyrenees,,0.38846846846846844,0.2189081225033289
441,"Cuthbertson, Catherine.",1803,teamblack | stangothic,nyp.33433074951611,genrescorpus,Romance of the Pyrenees,,0.3888307155322862,0.2143043591751501
442,"Lee, Harriet,",1803,teamred | random,hvd.hwkdax,genrescorpus,Canterbury tales,,0.41697416974169743,0.23155397390272836
437,Anonymous0,1803,teamblack | random,uc1.b250120,genrescorpus,Letters of Miss Riversdale,,0.4214108910891089,0.23313446535107848
438,"Walker, George,",1803,teamred | stangothic,uiuo.ark+=13960=t8w95tz11,genrescorpus,Don Raphael,,0.445,0.26781789638932496
445,"Young, Mary Julia.",1803,teamred | stangothic | stew,uiuo.ark+=13960=t3xs6cp6m,genrescorpus,"Right and wrong; or, The kinsmen of Naples",,0.4752650176678445,0.2964774951076321
30,"Opie, Amelia Alderson",1805,fic,37908,gutenberg,Adeline Mowbray,http://viaf.org/viaf/39410771,0.38082750582750585,0.20869565217391303
446,"Frances, Sophia L.",1806,teamblack | stangothic | stew,uiuo.ark+=13960=t86h4xr9x,genrescorpus,"Vivonio, or, The hour of retribution",,0.36049601417183347,0.2208141321044547
31,"Edgeworth, Maria",1806,fic,35638,gutenberg,Leonora (Volume 1/2),http://viaf.org/viaf/71477273,0.368220742150333,0.20448617631716223
449,"Dacre, Charlotte,",1807,teamblack | pbgothic,njp.32101037977574,genrescorpus,The libertine;,,0.37449118046132973,0.20676596818985105
448,"Roche, Regina Maria,",1807,teamred | stangothic,nyp.33433067303937,genrescorpus,"The discarded son; or, Haunt of the banditti",,0.3766564729867482,0.21880854252529036
450,"Mortimer, Edward,",1807,teamred | stangothic,uiuo.ark+=13960=t18k7vt5k,genrescorpus,The friar Hildargo,,0.4909090909090909,0.30235849056603775
452,"Bayfield, E. G.,",1807,teamred | random,dul1.ark+=13960=t0tq6sw6t,genrescorpus,A winter in Bath,,0.49755859375,0.28598922247882985
447,"Bayfield, E. G.,",1807,teamred | random,dul1.ark+=13960=t3dz14r97,genrescorpus,A winter in Bath,,0.5072193758733116,0.28689111747851004
451,"Grant, Anne MacVicar,",1807,teamblack | random,uc2.ark+=13960=t82j6cs08,genrescorpus,Letters from the mountain,,0.544973544973545,0.33215859030837
32,"More, Hannah",1809,fic,31879,gutenberg,Coelebs in search of a wife,http://viaf.org/viaf/51802053,0.34615384615384615,0.17888942852517403
453,"Frances, Sophia L.",1809,teamred | stangothic,uiuo.ark+=13960=t9f481w8n,genrescorpus,"Angelo Guicciardini, or, The bandit of the Alps",,0.3852112676056338,0.20753183419127608
455,"Cuthbertson, Catherine.",1810,teamblack | stangothic,uiuo.ark+=13960=t6251zn27,genrescorpus,Forest of Montalbano,,0.36659008861174924,0.19640387275242047
34,"Porter, Jane",1810,fic,6086,gutenberg,Scottish chiefs,http://viaf.org/viaf/84690525,0.38430710820502006,0.1975560081466395
33,"Austen, Jane",1810,fic,946,gutenberg,Lady Susan,http://viaf.org/viaf/102333412,0.3983240223463687,0.22582205029013538
454,Anonymous6,1810,teamblack | random,uiuo.ark+=13960=t7br98r5d,genrescorpus,"The adulteress ; or, anecdotes of two noble families",,0.4866334390575442,0.2737076980290071
35,"Brunton, Mary",1811,fic,41196,gutenberg,Self-control,http://viaf.org/viaf/34532515,0.3548316090688972,0.18896572459410704
36,"Austen, Jane",1811,fic,161,gutenberg,Sense and sensibility,http://viaf.org/viaf/102333412,0.37297462549678995,0.21439024390243902
457,"Byron, Medora Gordon.",1812,teamblack | random,uiuo.ark+=13960=t95723s7x,genrescorpus,The Englishman,,0.361992768179992,0.21689425214353764
37,"Edgeworth, Maria",1812,fic,1473,gutenberg,The absentee,http://viaf.org/viaf/71477273,0.41678684741851746,0.24496336996336995
456,"Stanhope, Louisa Sidney.",1812,teamred | stangothic | stew,uiuo.ark+=13960=t5z615j7x,genrescorpus,The confessional of Valombre,,0.4869158878504673,0.2724338282763073
38,"Austen, Jane",1813,fic,1342,gutenberg,Pride and prejudice,http://viaf.org/viaf/102333412,0.35388821385176183,0.20277507302823758
459,"Roche, Regina Maria,",1813,teamred | stangothic,njp.32101013133523,genrescorpus,The monastery of St. Columb;,,0.39807046979865773,0.23707902634211403
458,"Parker, Emma.",1813,teamblack | random,uiuo.ark+=13960=t09w1328x,genrescorpus,Aretas,,0.41119402985074627,0.23522493384298734
39,"Barrett, Eaton Stannard",1814,fic,43065,gutenberg,The Heroine,http://viaf.org/viaf/13033207,0.4209491025325793,0.2202410434208354
40,"Scott, Walter, Sir",1815,fic,2590,gutenberg,Guy Mannering,http://viaf.org/viaf/95207079,0.39500613999181333,0.21543193367210484
461,"Burney, Sarah Harriet,",1816,teamred | random,mdp.39015063759552,genrescorpus,Tales of fancy,,0.3457618025751073,0.1883390870732643
460,"Lewis, Alethea,",1816,teamblack | random,njp.32101038161780,genrescorpus,Rhoda,,0.38005301524188206,0.2210636079249218
42,"Austen, Jane",1816,fic,158,gutenberg,Emma,http://viaf.org/viaf/102333412,0.38317487755690005,0.21714544220764534
44,"Scott, Walter, Sir",1816,fic,6941,gutenberg,Old mortality,http://viaf.org/viaf/95207079,0.38716769938037177,0.21431406270670725
43,"Scott, Walter, Sir",1816,fic,7005,gutenberg,Antiquary,http://viaf.org/viaf/95207079,0.3891675025075226,0.21653236288016636
41,"Scott, Walter, Sir",1816,fic,1460,gutenberg,Black dwarf,http://viaf.org/viaf/95207079,0.4162989114445425,0.25599818922589407
49,"Austen, Jane",1818,fic,105,gutenberg,Persuasion,http://viaf.org/viaf/102333412,0.3872031662269129,0.23304968432610487
47,"Scott, Walter, Sir",1818,fic,6942,gutenberg,Heart of Mid-Lothian,http://viaf.org/viaf/95207079,0.3885291396854764,0.22198382571381417
45,"Austen, Jane",1818,fic,121,gutenberg,Northanger Abbey,http://viaf.org/viaf/102333412,0.3906798595595276,0.23086933888599687
46,"Ferrier, Susan",1818,fic,12669,gutenberg,Marriage,http://viaf.org/viaf/64052998,0.4047921967769296,0.21316060650669807
464,"Porter, Anna Maria,",1818,teamblack | stangothic,uiuo.ark+=13960=t3jw90j80,genrescorpus,The fast of St. Magdalen,,0.41913282863041984,0.24016172506738545
48,"Peacock, Thomas Love",1818,fic,9909,gutenberg,Nightmare Abbey,http://viaf.org/viaf/17239611,0.42979591836734693,0.26609880749574105
462,"Opie, Amelia Alderson,",1818,teamblack | random,uc1.b287473,genrescorpus,New tales,,0.4320598660890114,0.26038599934576384
463,"Opie, Amelia Alderson,",1818,teamred | random,mdp.39015063556271,genrescorpus,New tales,,0.451984126984127,0.26666666666666666
51,"Scott, Walter, Sir",1819,fic,471,gutenberg,Bride of Lammermoor,http://viaf.org/viaf/95207079,0.3957813563166251,0.2198505869797225
50,"Scott, Walter, Sir",1819,fic,1461,gutenberg,A legend of Montrose,http://viaf.org/viaf/95207079,0.398559721877328,0.23506051437216338
52,"Polidori, John William",1819,fic,6087,gutenberg,The vampyre : a tale,http://viaf.org/viaf/32079702,0.47662416514875533,0.31906614785992216
465,"Galt, John,",1820,teamblack | random,mdp.39015063967478,genrescorpus,The earthquake;,,0.37495590828924164,0.23367496339677893
53,"Scott, Walter, Sir",1820,fic,6407,gutenberg,The Abbot (Vol. 2/3),http://viaf.org/viaf/95207079,0.4069182389937107,0.2209742895805142
466,"Opie, Amelia Alderson,",1820,teamblack | random,uiuo.ark+=13960=t1rf6b61z,genrescorpus,Tales of the heart,,0.45827067669172933,0.2636363636363636
467,"Irving, Washington,",1820,teamblack | pbgothic,uva.x000960744,genrescorpus,The sketch-book of Geoffr,,0.5003915426781519,0.29762577727529677
56,"Badcock, John",1821,fic,20484,gutenberg,"Real Life In London, Volumes I. and II. Or, The Rambles And Adventures Of Bob Tallyho, Esq., And His Cousin, The Hon. Tom Dashall, Through The Metropolis; Exhibiting A Living Picture Of Fashionable Characters, Manners, And Amusements In High And Low Life (1821)",http://viaf.org/viaf/37970367,0.37578982374459596,0.17799752781211373
54,"Scott, Walter, Sir",1821,fic,1606,gutenberg,Kenilworth,http://viaf.org/viaf/95207079,0.4114333402879199,0.21702970297029703
55,"Galt, John",1821,fic,1384,gutenberg,The Ayrshire legatees,http://viaf.org/viaf/61562976,0.44463143722652304,0.2663385288487832
58,"Irving, Washington",1822,fic,13515,gutenberg,"Bracebridge Hall, or, The humorists : a medley (Vol. 2/2)",http://viaf.org/viaf/295999941,0.3864414029084688,0.2120864957754547
57,"Galt, John",1822,fic,1296,gutenberg,The provost,http://viaf.org/viaf/61562976,0.44040331292761975,0.2673695593403623
59,"Scott, Walter, Sir",1823,fic,7853,gutenberg,Quentin Durward,http://viaf.org/viaf/95207079,0.3781664656212304,0.20362173038229375
470,"Gaspey, Thomas,",1823,teamblack | stangothic,uiuo.ark+=13960=t00z7jj1c,genrescorpus,"Other times; or, the monks of Leadenhall",,0.4085141219811707,0.25267249757045673
60,"Galt, John",1823,fic,44573,gutenberg,The entail,http://viaf.org/viaf/61562976,0.4201142857142857,0.22861423220973784
469,"Lockhart, J. G.",1823,teamblack | random,mdp.39015059372105,genrescorpus,Reginald Dalton,,0.4466887417218543,0.26622210823288023
471,"Sullivan, Mary Ann.",1823,teamred | stangothic,uiuo.ark+=13960=t1ng5958h,genrescorpus,"Owen Castle, or, Which is the heroine?",,0.48647488192357236,0.2870829203832177
61,"Scott, Walter, Sir",1824,fic,20749,gutenberg,St. Ronan's well,http://viaf.org/viaf/95207079,0.38537869582827056,0.20486338083409597
62,"Scott, Walter, Sir",1824,fic,2516,gutenberg,Redgauntlet,http://viaf.org/viaf/95207079,0.38979632990522284,0.20999871481814678
472,"Cooper, James Fenimore,",1824,teamblack | random,hvd.hwjtfk,genrescorpus,The pilot;,,0.4638511095204009,0.2814899061700313
63,"Edgeworth, Maria",1825,fic,9455,gutenberg,Harry and Lucy concluded : being the last part of early lessons (Vol. 1/4),http://viaf.org/viaf/71477273,0.39174732552215996,0.2077578051087985
473,"Wilkins, George,",1826,teamblack | random,nyp.33433075768253,genrescorpus,The convert,,0.37292599420595207,0.21769601401664476
65,"Shelley, Mary Wollstonecraft",1826,fic,18247,gutenberg,Last Man,http://viaf.org/viaf/6293,0.3792677910324969,0.19862459546925568
66,"Scott, Walter, Sir",1826,fic,9785,gutenberg,"Woodstock : or, The cavalier; A tale of the year sixteen hundred and fifty-one (Vol. 1/3)",http://viaf.org/viaf/95207079,0.39303784658975915,0.21475728155339807
64,"Disraeli, Benjamin",1826,fic,9840,gutenberg,Vivian Grey,http://viaf.org/viaf/49233448,0.3935954600729631,0.19986139986139986
474,Anonymous2,1826,teamred | locghost | stew,umn.31951002081141q,genrescorpus,Legends of terror!,,0.40335834226509465,0.20871651339464214
477,"Banim, John,",1826,teamred | random,mdp.39015051156498,genrescorpus,Tales,,0.4421281891723709,0.2629789163454999
475,"Radcliffe, Ann Ward,",1826,teamblack | pbgothic,uc1.b3575696,genrescorpus,Gaston de Blondeville,,0.4953519256308101,0.27583444592790385
476,"Radcliffe, Ann Ward,",1826,teamred | pbgothic | stew,uc1.b3575698,genrescorpus,Gaston de Blondeville,,0.6446917808219178,0.3865979381443299
479,"Ward, R. Plumer",1827,teamblack | random,uc1.b3290572,genrescorpus,De Vere,,0.37454784610325553,0.22546634225466342
480,"Loudon, Jane",1827,teamred | femscifi | stew,hvd.32044014279723,genrescorpus,The mummy!,,0.39414074297795226,0.23191593352883674
478,"Lytton, Edward Bulwer Lyt",1827,teamblack | pbgothic | stew,nyp.33433074937610,genrescorpus,Falkland,,0.4780590717299578,0.28161312371838687
481,"Gaspey, Thomas,",1828,newgate | teamblack,uiuo.ark+=13960=t15m6kw75,genrescorpus,History of George Godfrey,,0.3678316932473702,0.23180291153415453
482,"Gaspey, Thomas,",1828,newgate | teamblack,uiuo.ark+=13960=t44q88m18,genrescorpus,History of George Godfrey,,0.3867283950617284,0.23971596474045054
71,"Lytton, Edward Bulwer Lytton",1828,fic,7623,gutenberg,Pelham,http://viaf.org/viaf/99871326,0.3920641447368421,0.1975275820816164
70,"Scott, Walter, Sir",1828,fic,1828,gutenberg,Chronicles of the Canongate. Second series (Vol. 3/3),http://viaf.org/viaf/95207079,0.3969896519285042,0.22988916696460493
68,"Scott, Walter, Sir",1828,fic,1828,gutenberg,Chronicles of the Canongate. Second series (Vol. 1/3),http://viaf.org/viaf/95207079,0.3969896519285042,0.22988916696460493
69,"Scott, Walter, Sir",1828,fic,1828,gutenberg,Chronicles of the Canongate. Second series (Vol. 3/3),http://viaf.org/viaf/95207079,0.3969896519285042,0.22988916696460493
67,"Scott, Walter, Sir",1828,fic,1828,gutenberg,Chronicles of the Canongate. Second series (Vol. 1/3),http://viaf.org/viaf/95207079,0.3969896519285042,0.22988916696460493
483,"Vidocq, Eug___Î_ne Fran___ois,",1829,teamred | det100,hvd.32044020321865,genrescorpus,Memoirs of Vidocq,,0.38627373417721517,0.20404459424423127
484,"Lytton, Edward Bulwer Lyt",1829,teamred | random,uc2.ark+=13960=t0ms3qz4m,genrescorpus,Devereux,,0.4182987430575855,0.2293401665598975
485,"Lytton, Edward Bulwer Lyt",1830,teamred | newgate | stew,wu.89100297621,genrescorpus,Paul Clifford,,0.3858879808650588,0.20346864396129194
489,"Disraeli, Benjamin,",1832,teamblack | random,nyp.33433074937438,genrescorpus,Contarini Fleming;,,0.3924651438742213,0.22872464443926324
72,"Lytton, Edward Bulwer Lytton",1832,fic,7614,gutenberg,Eugene Aram,http://viaf.org/viaf/99871326,0.4022236756049706,0.2176683562635771
491,"Irving, Washington,",1832,teamblack | pbgothic,nyp.33433081585105,genrescorpus,Tales of the Alhambra,,0.4053186611646034,0.2161824429865667
490,"Disraeli, Benjamin,",1832,teamred | random,nyp.33433074937446,genrescorpus,Contarini Fleming;,,0.4220737913486005,0.24804585721730069
488,"Galt, John,",1832,teamred | random,mdp.39015063994266,genrescorpus,Stanley Buxton;,,0.43341753879465894,0.2571118937957193
493,"James, G. P. R.",1832,teamred | random,nyp.33433074863691,genrescorpus,Henry Masterton;,,0.43609022556390975,0.2611464968152866
487,"Spindler, Carl,",1832,teamblack | random,uc1.b316144,genrescorpus,The Jew,,0.4535110533159948,0.26733620277379244
492,"Hall, Anna Maria",1832,teamred | locdetmyst | stew,uc2.ark+=13960=t3rv0jp0n,genrescorpus,The buccaneer,,0.48092084515925576,0.2755993726193144
494,"Hall, Anna Maria",1832,teamred | locdetmyst | stew,uc2.ark+=13960=t8ff3s14j,genrescorpus,The buccaneer,,0.5238769013088079,0.30498145204027555
486,"Hall, Anna Maria",1832,teamred | locdetmyst | stew,uc2.ark+=13960=t3hx1bd9t,genrescorpus,The buccaneer,,0.5642744479495269,0.32081513828238717
495,"Lytton, Edward Bulwer Lyt",1833,teamblack | pbgothic,uc2.ark+=13960=t1mg7hw3f,genrescorpus,Godolphin,,0.3958679648539539,0.21361702127659574
496,"Hall, James,",1833,teamred | random,njp.32101067634046,genrescorpus,The soldier's bride and o,,0.41617021276595745,0.23742715303259226
