,author,date,genre,gutenberg_id,source,title,viaf_author_uri,dictcom_gl,oed_gl
74,"Lytton, Edward Bulwer Lytton, Baron",1834,fic,1565,gutenberg,The last days of Pompeii (Vol. 1/3),http://viaf.org/viaf/99871326,0.39169969689904405,0.2151029748283753
75,"Lytton, Edward Bulwer Lytton, Baron",1834,fic,1565,gutenberg,The last days of Pompeii (Vol. 3/3),http://viaf.org/viaf/99871326,0.39169969689904405,0.2151029748283753
73,"Lytton, Edward Bulwer Lytton, Baron",1834,fic,1565,gutenberg,The last days of Pompeii (Vol. 1/3),http://viaf.org/viaf/99871326,0.39169969689904405,0.2151029748283753
76,"Lytton, Edward Bulwer Lytton, Baron",1834,fic,1565,gutenberg,The last days of Pompeii (Vol. 3/3),http://viaf.org/viaf/99871326,0.39169969689904405,0.2151029748283753
78,"Ainsworth, William Harrison",1834,fic,23564,gutenberg,Rookwood (Vol. 1/3),http://viaf.org/viaf/46894596,0.40782479268551985,0.21311057263104197
497,"White, James,",1834,teamblack | random,uc2.ark+=13960=t4wh2p202,genrescorpus,Some passages in the life of Sir Frizzle Pumpkin,,0.41885245901639345,0.2319736299958797
77,"Marryat, Frederick",1834,fic,21577,gutenberg,Peter Simple,http://viaf.org/viaf/39380934,0.4509269356597601,0.251672569854388
498,"Griffith, Mary,",1836,teamblack | locscifi,njp.32101067645505,genrescorpus,"Camperdown, or, News from",,0.44755850910141576,0.2702893436838391
79,"Trollope, Frances Milton",1837,fic,36686,gutenberg,Vicar of Wrexhill,http://viaf.org/viaf/34551336,0.3933649289099526,0.2159973000337496
500,"Lover, Samuel,",1837,teamblack | random,nyp.33433074878889,genrescorpus,Rory O'More,,0.4320658755146525,0.24290220820189273
499,"Hawthorne, Nathaniel,",1837,teamblack | pbgothic,mdp.39015002313487,genrescorpus,Twice-told tales,,0.43390243902439024,0.2467575656800798
80,"Dickens, Charles",1838,fic,730,gutenberg,Oliver Twist,http://viaf.org/viaf/88666393,0.3947687091305401,0.2178588887078377
502,"Poe, Edgar Allan,",1838,teamblack | anatscifi | drop,uc1.31822038205001,genrescorpus,The narrative of Arthur G,,0.42336259284267386,0.256059009483667
501,"Trollope, Frances Milton,",1838,teamblack | random,umn.31951002096159c,genrescorpus,A romance of Vienna,,0.4317226890756303,0.2542138712351478
503,"James, G. P. R.",1838,teamred | random,nyp.33433074868807,genrescorpus,The robber,,0.4642973589827193,0.2846902201740911
82,"Dickens, Charles",1839,fic,967,gutenberg,Nicholas Nickleby,http://viaf.org/viaf/88666393,0.36552121328469955,0.1912466534745664
81,"Taylor, Meadows",1839,fic,44881,gutenberg,Confessions of a thug,http://viaf.org/viaf/27100030,0.39193357058125744,0.22769828652181592
84,"Ainsworth, William Harrison",1839,fic,16215,gutenberg,Jack Sheppard,http://viaf.org/viaf/46894596,0.40842105263157896,0.21912908242612752
83,"Thackeray, William Makepeace",1839,fic,1969,gutenberg,Catherine,http://viaf.org/viaf/95208604,0.4689102564102564,0.2640836700736867
86,"Dickens, Charles",1840,fic,700,gutenberg,The old curiosity shop,http://viaf.org/viaf/88666393,0.38479557069846676,0.20849315068493152
504,"Hook, Theodore Edward,",1840,teamred | random,uc1.b3326097,genrescorpus,"Cousin Geoffrey, the old ",,0.41119557705597787,0.21255153458543288
85,"Marryat, Frederick",1840,fic,21575,gutenberg,Poor Jack,http://viaf.org/viaf/39380934,0.4837336576467011,0.2825988187187642
506,"Sinclair, Catherine,",1841,teamblack | random,nnc1.1002365251,genrescorpus,Modern flirtations,,0.40516241299303946,0.22564547624213496
87,"Lever, Charles James",1841,fic,8577,gutenberg,"Charles O'Malley, the Irish dragoon (Vol. 2/2)",http://viaf.org/viaf/32083550,0.4109739973556633,0.2082254817371297
505,"Poe, Edgar Allan,",1841,det100 | teamblack,PoeRueMorgue1841,genrescorpus,The Murder in the Rue Morgue (short story),,0.44899478778853313,0.2844214608920491
507,"Poe, Edgar Allan,",1842,teamred | det100 | stew,PoeMysteryMarieRoget1842,genrescorpus,The Mystery of Marie Roget (short story),,0.41951837769328265,0.25917686318131256
508,"Poe, Edgar Allan,",1843,teamred | pbgothic,njp.32101068601341,genrescorpus,Tales by Edgar Allan Poe,,0.3878116343490305,0.21375398794753633
510,"Eastlake, Elizabeth,",1843,teamblack | random,uc1.b248744,genrescorpus,Livonian tales,,0.43126287901089194,0.2539045069165551
509,"James, G. P. R.",1843,teamblack | random,njp.32101007059791,genrescorpus,Forest days;,,0.5480158730158731,0.3334372078529137
88,"Dickens, Charles",1843,fic,19337,gutenberg,A Christmas carol,http://viaf.org/viaf/88666393,0.5666831928606841,0.3361376673040153
89,"Disraeli, Benjamin",1844,fic,7412,gutenberg,Coningsby,http://viaf.org/viaf/49233448,0.34929977674040996,0.1919987876951053
91,"Dickens, Charles",1844,fic,968,gutenberg,Martin Chuzzlewit,http://viaf.org/viaf/88666393,0.3660228764297769,0.19357366771159876
511,"Reynolds, George W. M.",1844,teamred | pbgothic | stew,njp.32101075374379,genrescorpus,The mysteries of London,,0.3746706481644124,0.19345462374851977
90,"Lever, Charles",1844,fic,31901,gutenberg,Tom Burke Of ours,http://viaf.org/viaf/32083550,0.39923954372623577,0.21213022149546604
93,"Disraeli, Benjamin",1845,fic,3760,gutenberg,Sybil,http://viaf.org/viaf/49233448,0.37403464829889377,0.20471841704718416
513,"Poe, Edgar Allan,",1845,det100 | teamblack | drop,uc2.ark+=13960=t0bv79z1x,genrescorpus,Selected tales of mystery,,0.4184027777777778,0.2249950089838291
512,"Poe, Edgar Allan,",1845,teamred | det100,PoePurloinedLetter1845,genrescorpus,The Purloined Letter (short story),,0.44004524886877827,0.28955532574974147
92,"Lever, Charles James",1845,fic,32083,gutenberg,St. Patrick's Eve,http://viaf.org/viaf/32083550,0.45028790786948175,0.2785402370555209
94,"Melville, Herman",1846,fic,1900,gutenberg,Typee : a peep at Polynesian life. During a four months' residence in a valley of the Marquesas,http://viaf.org/viaf/27068555,0.3609799955046078,0.19946134347275032
515,"Reynolds, George W. M.",1846,teamred | pbgothic | stew,uc1.32106010644463,genrescorpus,The mysteries of London,,0.3697314600746932,0.18817775887731236
516,"Hawthorne, Nathaniel,",1846,teamred | pbgothic,mdp.39015004274992,genrescorpus,Mosses from an old manse,,0.43386243386243384,0.2346456692913386
514,"Sewell, Elizabeth Missing",1846,teamred | random,mdp.39015006997806,genrescorpus,Gertrude,,0.4395809951365507,0.26119172584130906
95,"Melville, Herman",1847,fic,4045,gutenberg,Omoo: a narrative of adventures in the South Seas,http://viaf.org/viaf/27068555,0.4003863801014248,0.21552704239077472
522,"Bront__ÎÎ_, Charlotte,",1847,teamred | pbgothic | stew,mdp.39076006220979,genrescorpus,Jane Eyre,,0.4258373205741627,0.24876604146100692
517,"Bront__ÎÎ_, Charlotte,",1847,teamred | pbgothic,mdp.39076006220961,genrescorpus,Jane Eyre,,0.43529411764705883,0.23472727272727273
518,"Bront__ÎÎ_, Emily,",1847,teamred | pbgothic | stew,nyp.33433074931118,genrescorpus,Wuthering Heights,,0.44723064205015156,0.2493215125746336
520,"Arthur, T. S.",1847,teamred | random,nyp.33433082170576,genrescorpus,Lovers and husbands,,0.45219298245614037,0.2856605193827625
519,"Cobbold, Richard,",1847,teamred | random,uiuo.ark+=13960=t3vt1zh5r,genrescorpus,Zenon,,0.46733668341708545,0.2836575875486381
521,"Froude, James Anthony,",1847,teamblack | random,uc2.ark+=13960=t9f47kt3k,genrescorpus,Shadows of the clouds,,0.5114119922630561,0.3036762434352796
96,"Dickens, Charles",1848,fic,821,gutenberg,Dombey and Son,http://viaf.org/viaf/88666393,0.36210166919575115,0.18831607384061233
523,"St. Clair, Henry.",1848,teamred | locghost | stew,nyp.33433082514187,genrescorpus,"Tales of terror; or, The ",,0.4062286883382587,0.2327476038338658
98,"Thackeray, William Makepeace",1848,fic,599,gutenberg,Vanity Fair,http://viaf.org/viaf/95208604,0.41153238546603477,0.19317907929621594
97,"Newman, John Henry",1848,fic,24574,gutenberg,Loss and gain,http://viaf.org/viaf/17227308,0.4166009981612819,0.2263408573203562
524,"Kavanagh, Julia,",1848,teamblack | random,nyp.33433074863782,genrescorpus,Madeleine,,0.4383368569415081,0.2692867540029112
526,"Ainsworth, William Harris",1849,teamblack | pbgothic,inu.30000060903741,genrescorpus,The Lancashire witches,,0.41150535376863323,0.2280523440477703
525,"Harris, Alexander,",1849,teamblack | random,uiuo.ark+=13960=t8pc3d497,genrescorpus,The emigrant family ;,,0.4471704285246974,0.2603213844252163
99,"Gaskell, Elizabeth Cleghorn",1849,fic,2153,gutenberg,Mary Barton,http://viaf.org/viaf/39377536,0.4566579634464752,0.2381367759944173
101,"Lever, Charles James",1850,fic,33468;33469,gutenberg,Roland Cashel,http://viaf.org/viaf/32083550,0.3723059317184818,0.18331374853113983
530,"Myers, P. Hamilton",1850,teamblack | random,nyp.33433022846707,genrescorpus,The King of the Hurons,,0.37792725460886895,0.21561144839549
102,"Dickens, Charles",1850,fic,766,gutenberg,David Copperfield,http://viaf.org/viaf/88666393,0.3781496062992126,0.19419803404459363
527,"Reynolds, George W. M.",1850,teamblack | pbgothic,uiuo.ark+=13960=t2j683k08,genrescorpus,The mysteries of the cour,,0.3810671256454389,0.18048692839816727
528,"Hawthorne, Nathaniel,",1850,teamred | pbgothic | stew,uva.x000180089,genrescorpus,The scarlet letter,,0.40855614973262033,0.23234624145785876
100,"Kingsley, Charles",1850,fic,8374,gutenberg,Alton Locke,http://viaf.org/viaf/27081838,0.44089659547473037,0.2252141982864137
529,"Arthur, T. S.",1850,teamblack | random,uc2.ark+=13960=t8df6mw4h,genrescorpus,Tales of domestic life,,0.4480275516593613,0.25832734243949196
532,"Hawthorne, Nathaniel,",1851,teamblack | pbgothic,uc2.ark+=13960=t2r49vz0v,genrescorpus,The house of the seven ga,,0.404052734375,0.2288135593220339
103,"Borrow, George Henry",1851,fic,20198,gutenberg,Lavengro,http://viaf.org/viaf/49240695,0.433517417162277,0.22638809387521466
531,"MacCabe, William Bernard,",1851,teamred | random,uiuo.ark+=13960=t2s475w45,genrescorpus,Bertha,,0.43806952413094835,0.24934383202099739
106,"Stowe, Harriet Beecher",1852,fic,203,gutenberg,"Uncle Tom's cabin or, Life among the lowly (Vol. 1/2)",http://viaf.org/viaf/32003151,0.43026224181944767,0.22661760196258815
104,"Thackeray, William Makepeace",1852,fic,2511,gutenberg,Henry Esmond,http://viaf.org/viaf/95208604,0.4402470895699691,0.21757122393760941
105,"Eastman, Mary Henderson",1852,fic,16741,gutenberg,"Aunt Phillis's Cabin: Or, Southern Life As It Is",http://viaf.org/viaf/316763066,0.4503933011925907,0.24744585206375153
109,"Dickens, Charles",1853,fic,1023,gutenberg,Bleak House,http://viaf.org/viaf/88666393,0.37282629466845024,0.19509632224168127
108,"Bronte, Charlotte",1853,fic,9182,gutenberg,Villette,http://viaf.org/viaf/71388025,0.37658930373360244,0.18648872091649935
533,"Lytton, Edward Bulwer Lyt",1853,teamred | random,uc2.ark+=13960=t6154fk9b,genrescorpus,"""My novel,""",,0.3838308457711443,0.21572544034864718
107,"Yonge, Charlotte Mary",1853,fic,2505,gutenberg,Heir of Redclyffe,http://viaf.org/viaf/71399881,0.4029261495587552,0.21569858712715856
110,"Gaskell, Elizabeth Cleghorn",1853,fic,4275,gutenberg,Ruth,http://viaf.org/viaf/39377536,0.4238494787693872,0.23424536628420123
534,"Irving, John Treat,",1853,teamblack | random,uc1.b3324210,genrescorpus,The attorney,,0.4581908610506683,0.2644449253408353
111,"Thackeray, William Makepeace",1854,fic,7467,gutenberg,Newcomes,http://viaf.org/viaf/95208604,0.4128646222887061,0.1953445915107257
113,"Gaskell, Elizabeth Cleghorn",1855,fic,4276,gutenberg,North and south,http://viaf.org/viaf/39377536,0.43293293293293295,0.23719036308109942
112,"Trollope, Anthony",1855,fic,619,gutenberg,Warden,http://viaf.org/viaf/61683295,0.44589019358933674,0.24871481028151773
115,"Yonge, Charlotte Mary",1856,fic,3610,gutenberg,Daisy chain,http://viaf.org/viaf/71399881,0.39848993288590606,0.20752658849195527
114,"Thackeray, William Makepeace",1856,fic,4558,gutenberg,Barry Lyndon,http://viaf.org/viaf/95208604,0.4286072772898369,0.22397247872533044
118,"Dickens, Charles",1857,fic,963,gutenberg,Little Dorrit,http://viaf.org/viaf/88666393,0.3599850551092845,0.18441792389101555
116,"Trollope, Anthony",1857,fic,3409,gutenberg,Barchester Towers,http://viaf.org/viaf/61683295,0.40238313473877174,0.21132966168371362
117,"Hughes, Thomas",1857,fic,1480,gutenberg,Tom Brown's school days,http://viaf.org/viaf/41888346,0.5221321695760599,0.28834759710335744
124,"Trollope, Anthony",1858,fic,3166,gutenberg,Doctor Thorne,http://viaf.org/viaf/61683295,0.4027237354085603,0.22344827586206897
123,"Trollope, Anthony",1858,fic,7481,gutenberg,Three clerks,http://viaf.org/viaf/61683295,0.4081908190819082,0.2192846034214619
126,"Eliot, George",1858,fic,17780,gutenberg,Scenes of clerical life,http://viaf.org/viaf/89000553,0.4132535664979291,0.21755327074951572
127,"Thackeray, William Makepeace",1858,fic,8123,gutenberg,The Virginians,http://viaf.org/viaf/95208604,0.4185371517027864,0.19406472718775558
125,"Ballantyne, R. M.",1858,fic,646,gutenberg,The Coral Island,http://viaf.org/viaf/64050447,0.45499844285269386,0.28
119,"Farrar, Frederic William",1858,fic,23126,gutenberg,"Eric, or Little by Little",http://viaf.org/viaf/72172918,0.4582434514637905,0.25857519788918204
120,"Farrar, Frederic William",1858,fic,23126,gutenberg,"Eric, or Little by Little",http://viaf.org/viaf/72172918,0.4817444219066937,0.25509337860780984
535,"Austin, Alfred,",1858,teamred | random,nyp.33433074920608,genrescorpus,Five years of it,,0.4899786780383795,0.2697135500482781
537,"Manning, Anne,",1858,teamblack | random,uiuo.ark+=13960=t7pn9mm7s,genrescorpus,The ladies of Bever Hollo,,0.5813449023861171,0.33360858794384807
538,"MacDonald, George,",1858,teamblack | pbgothic | stew,uc2.ark+=13960=t2h70nx9q,genrescorpus,Phantastes,,0.6091644204851752,0.35
536,"MacDonald, George,",1858,teamblack | pbgothic,uc2.ark+=13960=t9862rx2r,genrescorpus,Phantastes,,0.6341463414634146,0.36941813261163736
129,"Meredith, George",1859,fic,4412,gutenberg,Ordeal of Richard Feverel,http://viaf.org/viaf/14773801,0.394036894036894,0.20436187399030695
540,"Hamel, Felix John.",1859,teamblack | locdetmyst,nyp.33433074870266,genrescorpus,"Harry Roughton, or, Remin",,0.39800472564977685,0.23211705202312138
128,"Dickens, Charles",1859,fic,98,gutenberg,A tale of two cities,http://viaf.org/viaf/88666393,0.40347868691817734,0.22481012658227847
539,"Russell, William,",1859,det100 | teamblack,RecollectionsAD,genrescorpus,Recollections of a Detect,,0.40533171766131476,0.23162003903708522
542,"De Forest, John William,",1859,teamred | random,uc1.b3324220,genrescorpus,Seacliff;,,0.4277205040091638,0.2182804674457429
130,"Eliot, George",1859,fic,507,gutenberg,Adam Bede,http://viaf.org/viaf/89000553,0.44520048602673146,0.24734926412407027
541,"Chorley, Henry Fothergill",1859,teamred | random,uiuo.ark+=13960=t9c53x809,genrescorpus,Roccabella,,0.4536875218455086,0.25693160813308685
132,"Eliot, George",1860,fic,6688,gutenberg,The mill on the floss,http://viaf.org/viaf/89000553,0.40324032403240323,0.21200345423143352
543,"Lawrence, George A.",1860,teamred | random,uc1.b3324403,genrescorpus,Sword and gown,,0.430166076776477,0.23239171374764594
131,"Collins, Wilkie",1860,fic,2002,gutenberg,The woman in white,http://viaf.org/viaf/95173526,0.8523489932885906,0.5272331154684096
134,"Meredith, George",1861,fic,4434,gutenberg,Evan Harrington,http://viaf.org/viaf/14773801,0.3899697362732382,0.20221102714805486
137,"Dickens, Charles",1861,fic,1400,gutenberg,Great expectations,http://viaf.org/viaf/88666393,0.40627996164908914,0.21991315136476428
133,"Trollope, Anthony",1861,fic,2860,gutenberg,Framley Parsonage,http://viaf.org/viaf/61683295,0.41231297522688254,0.22548317823908376
138,"Wood, Henry, Mrs.",1861,fic,3322,gutenberg,East Lynne,http://viaf.org/viaf/14898332,0.4256739409499358,0.23023215220806423
136,"Reade, Charles",1861,fic,1366,gutenberg,Cloister and hearth,http://viaf.org/viaf/44314913,0.4550431669825226,0.22998018417064925
135,"Eliot, George",1861,fic,550,gutenberg,Silas Marner,http://viaf.org/viaf/89000553,0.4699730094466937,0.27071150097465885
142,"Oliphant, Mrs. (Margaret)",1863,fic,42013;42044,gutenberg,Salem Chapel,http://viaf.org/viaf/49256072,0.38555787278415016,0.21596858638743455
141,"Eliot, George",1863,fic,24020,gutenberg,Romola,http://viaf.org/viaf/89000553,0.3876000821186615,0.201618165209448
140,"Reade, Charles",1863,fic,3067,gutenberg,Hard cash,http://viaf.org/viaf/44314913,0.40792864222001984,0.20194421941904872
139,"Gaskell, Elizabeth Cleghorn",1863,fic,4537,gutenberg,Sylvia's lovers,http://viaf.org/viaf/39377536,0.4488790342448879,0.24534606205250598
545,"Felix, Charles, pseud.",1863,teamred | blcrime,NottingHM,genrescorpus,Notting Hill Mystery,,0.4504706409681757,0.2863905325443787
546,"Braddon, M. E.",1863,sensation | teamblack | stew,dul1.ark+=13960=t1qf9gh9b,genrescorpus,Aurora Floyd,,0.45235892691951896,0.22915186816309135
544,"Trollope, Anthony,",1863,teamred | random,uc1.b4101364,genrescorpus,Rachel Ray,,0.49915038232795245,0.30962343096234307
143,"Le Fanu, Joseph Sheridan",1864,fic,14851,gutenberg,Uncle Silas,http://viaf.org/viaf/9849196,0.39615019011406843,0.21096061030671026
144,"Trollope, Anthony",1864,fic,19500,gutenberg,Can you forgive her?,http://viaf.org/viaf/61683295,0.41658878504672897,0.23162992651970607
146,"Trollope, Anthony",1864,fic,4599,gutenberg,Small house at Allington,http://viaf.org/viaf/61683295,0.42200908632004036,0.2322557341520679
145,"Charles, Elizabeth Rundle",1864,fic,36433,gutenberg,Chronicles of the Schonberg-Cotta family,http://viaf.org/viaf/95236972,0.44615755239701277,0.2571167883211679
147,"Trollope, Anthony",1864,fic,4599,gutenberg,Small house at Allington,http://viaf.org/viaf/61683295,0.8472949389179756,0.48520710059171596
150,"Dickens, Charles",1865,fic,883,gutenberg,Our mutual friend,http://viaf.org/viaf/88666393,0.3733880422039859,0.1887563884156729
151,"Lever, Charles James",1865,fic,35717,gutenberg,Luttrell Of Arran,http://viaf.org/viaf/32083550,0.38986644053423786,0.20414878397711017
548,"Verne, Jules,",1865,teamred | anatscifi | stew,uva.x000380956,genrescorpus,From the Earth to the Moo,,0.4180602006688963,0.22304416050212958
547,"Williams, John Babbington",1865,teamred | locdetective | stew,nyp.33433074929393,genrescorpus,Leaves from the note-book,,0.42589531680440773,0.24375393659458325
549,"Ouida,",1865,teamred | sensation | stew,wu.89099780959,genrescorpus,Strathmore,,0.4663402692778458,0.22522775052557814
550,"Murdoch, David.",1865,teamred | random,nyp.33433076060874,genrescorpus,The Royalist's daughter a,,0.47345454545454546,0.2665227499169711
153,"Eliot, George",1866,fic,40882,gutenberg,Felix Holt,http://viaf.org/viaf/89000553,0.38382978723404254,0.19775654341503948
154,"Collins, Wilkie",1866,fic,1895,gutenberg,Armadale,http://viaf.org/viaf/95173526,0.38618698645347543,0.20635391923990498
551,"Gaboriau, Emile,",1866,teamred | det100,uc1.32106006960592,genrescorpus,The widow Lerouge,,0.38861450480894205,0.21809744779582366
156,"Gaskell, Elizabeth Cleghorn",1866,fic,4274,gutenberg,Wives and daughters,http://viaf.org/viaf/39377536,0.41194237918215615,0.20756984079303095
552,"Dostoevsky, Fyodor,",1866,teamred | lockandkey,dostoevskypunishment,genrescorpus,Crime and Punishment,,0.519409513395298,0.3165654813529922
155,"Kingsley, Charles",1866,fic,7815,gutenberg,Hereward the wake,http://viaf.org/viaf/27081838,0.5633275762809442,0.3043882484194868
152,"Carroll, Lewis",1866,fic,11,gutenberg,Alice's adventures in Wonderland,http://viaf.org/viaf/66462036,0.6871961102106969,0.41433224755700326
554,"Gaboriau, Emile,",1867,det100 | teamblack,mdp.39015030307881,genrescorpus,File no. 113,,0.3979289940828402,0.22204501151869574
557,"Gaboriau, Emile,",1867,det100 | teamblack,nyp.33433075833354,genrescorpus,The mystery of Orcival,,0.4062591400994443,0.22896674849363982
157,"Trollope, Anthony",1867,fic,3045,gutenberg,Last chronicle of Barset,http://viaf.org/viaf/61683295,0.41515650741350907,0.22429136453526696
158,Ouida,1867,fic,3465,gutenberg,Under two flags,http://viaf.org/viaf/34490941,0.43062943262411346,0.21096513390601312
556,"M___hlbach, L.",1867,teamblack | random,uc2.ark+=13960=t1sf2p11n,genrescorpus,Marie Antoinette and her ,,0.4353724084975685,0.23924882629107982
555,"Broughton, Rhoda,",1867,teamred | sensation | stew,njp.32101067630820,genrescorpus,Not Wisely But Too Well,,0.46775871034841393,0.23042881123149703
553,"Kirkus, William,",1867,teamblack | random,uiuo.ark+=13960=t42r4bj1d,genrescorpus,Only to be married,,0.5326609029779059,0.3201550387596899
159,"Collins, Wilkie",1868,fic,155,gutenberg,The moonstone,http://viaf.org/viaf/95173526,0.395926477893691,0.2230669386241424
560,"Capes, J. M.",1868,teamblack | random,uiuo.ark+=13960=t48p6974b,genrescorpus,The mosaic-worker's daugh,,0.42551405791019725,0.2519930675909879
559,"Knight, Legh.",1868,teamred | random,uiuo.ark+=13960=t58d0ds3h,genrescorpus,Tonic bitters,,0.4980438184663537,0.2905829596412556
562,"Speight, T. W.",1868,det100 | teamblack | stew,uiuo.ark+=13960=t3223k32d,genrescorpus,Under lock and key; a sto,,0.5081148564294632,0.30324445872149053
561,"Ellis, Edward S.",1868,teamblack | anatscifi | stew,EllisSteamManPrairies1868,genrescorpus,The Steam Man of the Prairies,,0.5191966922622564,0.31596091205211724
558,"Alcott, Louisa May,",1868,teamblack | random,njp.32101068580768,genrescorpus,Kitty's class day ;,,0.622742474916388,0.3654404646660213
160,"Blackmore, R. D.",1869,fic,17460,gutenberg,Lorna Doone,http://viaf.org/viaf/59105182,0.484855711900787,0.2668076109936575
163,"Collins, Wilkie",1870,fic,1586,gutenberg,Man and wife,http://viaf.org/viaf/95173526,0.37964912280701757,0.2160524987380111
162,"Dickens, Charles",1870,fic,564,gutenberg,The mystery of Edwin Drood,http://viaf.org/viaf/88666393,0.40410418310970797,0.2285505658999635
563,"Verne, Jules,",1870,teamred | anatscifi,mdp.39015004307362,genrescorpus,Twenty thousand leagues u,,0.5,0.2905263157894737
161,"Alcott, Louisa May",1870,fic,2787,gutenberg,An old-fashioned girl,http://viaf.org/viaf/29528997,0.5011990407673861,0.26941176470588235
165,"Lytton, Edward Bulwer Lytton",1871,fic,1951,gutenberg,Coming race,http://viaf.org/viaf/99871326,0.3646376811594203,0.20917874396135266
570,"Lytton, Edward Bulwer Lyt",1871,teamblack | anatscifi,uva.x030223689,genrescorpus,The coming race,,0.3755223880597015,0.2204061416542843
566,"McWatters, George S",1871,teamred | locdetective,uc1.b3386909,genrescorpus,Knots untied,,0.42311770943796395,0.22858866103739445
569,"Hardy, Thomas,",1871,sensation | teamblack | stew,mdp.39015018606049,genrescorpus,Desperate Remedies,,0.427891837756635,0.23716137610104704
567,"Le Fanu, Joseph Sheridan,",1871,teamred | det100,njp.32101067344661,genrescorpus,Checkmate,,0.43262946204122676,0.23436971949983101
564,"Marryat, Florence,",1871,teamblack | random,nyp.33433074880075,genrescorpus,Her lord and master,,0.4478948939982084,0.24729788153912668
568,"Farjeon, B. L.",1871,teamblack | random,uc2.ark+=13960=t6251m863,genrescorpus,Joshua Marvel,,0.5141104294478528,0.30269058295964124
565,"Spielhagen, Friedrich,",1871,teamred | lockandkey | stew,spielhagenskeleton,genrescorpus,The Skeleton in the House,,0.5578619615983393,0.3227141083988415
164,"MacDonald, George",1871,fic,225,gutenberg,At the back of the north wind,http://viaf.org/viaf/64008667,0.6726653696498055,0.37817258883248733
571,"Le Fanu, Joseph Sheridan,",1872,teamblack | pbgothic | stew,inu.30000007695723,genrescorpus,In a glass darkly,,0.39090909090909093,0.21222502704652002
168,"Butler, Samuel",1872,fic,1906,gutenberg,Erewhon,http://viaf.org/viaf/49578292,0.3942307692307692,0.23973799126637554
166,"MacDonald, George",1872,fic,708,gutenberg,Princess and  goblin,http://viaf.org/viaf/64008667,0.5950369588173179,0.35732538330494035
167,"Carroll, Lewis",1872,fic,12,gutenberg,Through the looking-glass,http://viaf.org/viaf/66462036,0.7222222222222222,0.4226227470478558
169,"Trollope, Anthony",1873,fic,7381,gutenberg,The Eustace diamonds,http://viaf.org/viaf/61683295,0.41289071965107826,0.22481572481572482
170,"Hardy, Thomas",1873,fic,224,gutenberg,A pair of blue eyes,http://viaf.org/viaf/54148778,0.4270418326693227,0.2254885859747085
171,"Eliot, George",1874,fic,145,gutenberg,Middlemarch,http://viaf.org/viaf/89000553,0.37191793713532845,0.18141592920353983
173,"Trollope, Anthony",1874,fic,18640,gutenberg,Phineas Redux,http://viaf.org/viaf/61683295,0.3894088107737959,0.21420197621838888
572,"Benedict, Frank Lee,",1874,teamred | random,njp.32101067707909,genrescorpus,John Worthington's name,,0.42602775595705683,0.22644163150492264
172,"Hardy, Thomas",1874,fic,27,gutenberg,Far from the madding crowd,http://viaf.org/viaf/54148778,0.43167398731088336,0.23352023033792998
573,"Pinkerton, Allan,",1874,teamred | locdetective,njp.32101031806142,genrescorpus,The expressman and the de,,0.5093250444049734,0.30352011494252873
574,"Pinkerton, Allan,",1874,teamred | locdetective,uc2.ark+=13960=t9t14vb5t,genrescorpus,The expressman and the de,,0.5234305923961097,0.3124113475177305
575,"Stockton, Frank Richard,",1874,teamblack | random,uc2.ark+=13960=t44q7rc7f,genrescorpus,What might have been expe,,0.6269340974212034,0.3979156797726196
174,"Trollope, Anthony",1875,fic,5231,gutenberg,The way we live now,http://viaf.org/viaf/61683295,0.39920687376074027,0.21629699543809974
576,"Du Boisgobey, Fortun__ÎÎ©,",1875,teamred | det100,nyp.33433075818801,genrescorpus,The golden tress,,0.41067571737118175,0.23460620525059667
581,"Pinkerton, Allan,",1875,teamblack | locdetmyst | stew,uc1.b4101416,genrescorpus,Claude Melnotte as a dete,,0.46447467876039306,0.27767295597484276
579,"Pinkerton, Allan,",1875,teamblack | locdetmyst,njp.32101031806159,genrescorpus,Claude Melnotte as a dete,,0.4666923373122834,0.2801407099456348
580,"Mason, Charles Welsh.",1875,teamblack | random,uiuo.ark+=13960=t1qf99m3q,genrescorpus,"The rape of the gamp; or,",,0.4733253108704372,0.28084223013048637
578,"Optic, Oliver,",1875,teamblack | random,nyp.33433082168877,genrescorpus,"Getting an indorser, and ",,0.5179386823222439,0.3324145534729879
577,"Walraven, E. G.",1875,teamred | random,uc2.ark+=13960=t53f4sg3b,genrescorpus,"The two orphans, or, The ",,0.5638195777351248,0.33222591362126247
177,"Meredith, George",1876,fic,4460,gutenberg,Beauchamp's career,http://viaf.org/viaf/14773801,0.3789329685362517,0.18642048838594402
175,"Eliot, George",1876,fic,7469,gutenberg,Daniel Deronda,http://viaf.org/viaf/89000553,0.3880915438324282,0.18790675659685244
176,"Trollope, Anthony",1876,fic,2158,gutenberg,Prime Minister,http://viaf.org/viaf/61683295,0.39728591483387926,0.21494845360824744
582,"Russell, William Clark,",1876,det100 | teamblack | stew,uc2.ark+=13960=t9474d81g,genrescorpus,Is he the man?,,0.4130374479889043,0.23144020158945533
583,"Pinkerton, Allan,",1876,locdetective | teamblack,uc1.$b813705,genrescorpus,The spiritualists and the,,0.4275169766755241,0.24005953646608547
585,"Gr__ÎÎ©ville, Henry,",1876,teamred | random,nyp.33433075818611,genrescorpus,Marrying off a daughter,,0.44042933810375673,0.26184397163120565
