the	22648
to	11536
and	10796
of	10132
a	9632
he	7184
i	7100
you	6804
in	6120
his	5744
that	4968
it	4516
was	4000
with	3724
had	3524
for	3404
her	3256
she	3144
at	3104
him	3056
but	2948
is	2704
as	2660
they	2380
have	2220
this	2056
me	1884
from	1784
all	1780
on	1780
not	1700
if	1680
no	1604
boyd	1504
were	1484
out	1460
emerson	1436
my	1436
their	1404
what	1392
be	1344
by	1316
are	1292
them	1272
so	1256
up	1232
said	1220
then	1184
when	1180
do	1168
which	1152
dont	1140
an	1136
man	1080
like	1056
one	1024
there	1024
your	1004
now	980
or	972
we	968
marsh	948
time	944
been	944
into	944
would	940
well	916
its	876
fraser	872
upon	872
know	868
about	860
more	836
will	812
did	732
any	724
who	720
can	720
im	696
back	688
mr	688
men	680
other	668
here	668
some	664
could	664
before	664
while	652
why	648
see	644
george	636
way	636
never	632
cherry	628
only	620
am	620
over	616
eyes	608
girl	604
come	604
ill	592
has	592
came	588
own	576
than	572
go	568
get	552
work	548
cant	532
himself	524
down	520
wayland	516
through	500
after	500
very	500
say	496
how	492
made	492
yes	488
make	480
mildred	480
where	480
got	476
first	468
long	464
us	460
too	460
big	456
every	448
again	444
take	440
may	428
saw	420
think	408
just	408
face	408
going	404
last	404
little	404
even	392
oh	384
clyde	384
two	380
want	380
good	376
tell	372
turned	368
thats	368
away	364
voice	364
must	364
ive	360
such	356
project	352
right	352
without	348
these	348
seemed	344
something	344
told	344
until	340
woman	340
thought	340
day	340
yet	336
found	328
money	328
hand	328
wont	328
nothing	324
began	324
didnt	320
off	316
knew	316
aint	312
business	312
look	312
balt	312
night	312
heard	308
went	304
old	296
once	296
fellow	292
might	292
give	292
still	288
young	288
new	288
our	284
head	280
anything	280
much	280
those	280
better	280
great	280
hes	276
course	276
another	272
let	272
thing	268
sure	264
cried	260
felt	260
enough	260
willis	256
under	256
asked	252
kalvik	252
ever	252
morning	248
mean	248
left	244
id	236
father	236
moment	232
understand	232
took	232
room	228
same	228
mind	228
done	228
put	224
gave	224
gutenbergtm	224
against	220
fingerless	216
constantine	216
words	216
others	216
people	216
hands	216
because	212
next	212
things	212
run	212
help	208
days	208
fish	208
years	204
should	204
many	204
miss	200
life	200
three	200
later	200
country	196
sort	196
became	192
shall	192
isnt	192
white	192
talk	192
chance	192
love	188
cannery	188
thousand	184
answered	184
gone	184
care	180
most	180
past	180
broke	180
ship	180
seen	180
stood	180
toward	176
both	176
far	176
place	176
rose	176
find	176
hour	172
however	172
during	172
heart	172
alone	172
stand	172
lay	172
use	172
always	168
herself	168
open	168
behind	168
along	168
lips	168
alton	168
side	168
house	164
hilliard	164
need	164
rest	164
dock	164
laughed	164
mans	164
half	164
door	160
suddenly	160
together	160
feet	160
light	160
world	160
matter	160
fishermen	160
leave	160
wait	156
whole	156
followed	156
quickly	156
rather	156
declared	156
enterprise	156
name	156
evening	156
tried	156
fisherman	156
full	152
till	152
perhaps	152
try	152
keep	152
myself	152
quite	152
wayne	148
smiled	148
hours	148
doesnt	148
marshs	148
set	148
hard	148
north	148
themselves	148
certainly	144
does	144
fell	144
hope	144
theres	144
means	144
boyds	144
salmon	144
beneath	144
between	140
doing	140
being	140
forth	140
stop	140
dollars	140
spoke	140
works	136
few	136
part	136
held	136
replied	136
really	136
fellows	136
each	136
forward	132
whom	132
indian	132
glance	132
eh	132
inquired	132
emersons	132
observed	132
shes	128
success	128
sight	128
continued	128
building	128
lost	128
instant	128
merely	128
end	124
close	124
indeed	124
friends	124
sudden	124
plant	124
dogs	124
although	124
believe	124
coming	124
year	124
silence	120
havent	120
change	120
ask	120
whose	120
feel	120
chicago	120
seattle	120
sea	120
wouldnt	120
hundred	120
reached	120
everything	120
wish	120
air	120
gutenberg	120
across	116
called	116
failure	116
force	116
yacht	116
nor	116
since	116
aboard	116
word	116
demanded	116
malotte	116
looked	116
hell	116
kind	116
youre	116
whats	116
met	116
glad	116
hotel	116
questioned	116
fact	116
sir	116
shoulders	116
around	116
smile	112
show	112
used	112
seems	112
chakawana	112
further	112
answer	112
except	112
late	112
marry	112
cut	112
forced	112
almost	112
captain	112
ice	108
ran	108
arms	108
youve	108
above	108
quick	108
ahead	108
electronic	108
suppose	108
brought	108
dare	108
effort	108
office	108
tired	108
cold	108
chapter	108
breath	108
shook	108
nearly	108
fight	108
among	108
ready	108
bank	108
turn	108
truth	104
company	104
please	104
trouble	104
least	104
following	104
cherrys	104
soon	104
deal	104
outside	104
river	104
youd	104
times	104
agreement	104
body	104
sharp	100
companion	100
story	100
ten	100
machinery	100
either	100
bad	100
poor	100
launch	100
strange	100
sound	100
yourself	100
distance	100
known	100
getting	100
sent	96
trail	96
slowly	96
call	96
laid	96
best	96
sorry	96
sled	96
pretty	96
trip	96
manner	96
catch	96
village	96
already	96
nature	96
maybe	96
meet	96
growing	96
companions	96
mine	96
drew	96
showed	92
begin	92
states	92
remarked	92
win	92
foundation	92
started	92
exclaimed	92
trap	92
cry	92
terms	92
anyhow	92
couldnt	88
boat	88
ears	88
present	88
short	88
comes	88
added	88
play	88
theyre	88
interest	88
speak	88
miles	88
castle	88
finally	88
e	88
flung	88
silent	88
youll	88
teeth	88
struck	88
start	88
girls	88
true	88
hear	88
staring	88
water	88
women	88
guess	88
saying	88
afternoon	84
several	84
tone	84
itself	84
raised	84
bedford	84
refused	84
early	84
dark	84
point	84
free	84
tomorrow	84
presence	84
knows	84
dear	84
laugh	84
also	80
taken	80
looks	80
months	80
ought	80
desperate	80
paused	80
beat	80
talking	80
trust	80
else	80
banks	80
lot	80
certain	80
shore	80
failed	80
beyond	80
return	80
nobody	80
become	80
mood	80
ago	80
heavy	80
wrong	80
person	80
dame	80
sleep	80
exactly	80
home	80
opened	80
caused	80
having	80
adventurer	80
red	80
chair	80
grew	80
cause	76
dinner	76
nice	76
running	76
tonight	76
darkness	76
hold	76
tide	76
stared	76
instead	76
waters	76
save	76
shoulder	76
rich	76
weeks	76
returned	76
peasley	76
swung	76
read	76
silver	76
afraid	76
blood	76
street	76
worked	76
lets	76
natives	76
sense	76
possible	76
makes	76
pay	76
second	76
fortune	76
noticed	72
idea	72
expression	72
realized	72
loss	72
week	72
whatever	72
enemy	72
stay	72
grande	72
seized	72
eye	72
figure	72
question	72
ships	72
discovered	72
god	72
gray	72
anybody	72
played	72
impossible	72
affair	72
police	72
coast	72
crew	72
site	72
wherein	72
seem	72
season	72
doubt	72
hurt	72
busy	72
dry	72
mining	72
walked	72
table	72
affairs	72
won	72
interrupted	72
easy	68
note	68
arm	68
strike	68
standing	68
position	68
spent	68
month	68
kept	68
ground	68
suit	68
wonderful	68
canneries	68
team	68
passed	68
different	68
break	68
unexpected	68
brows	68
agreed	68
friend	68
deep	68
curiosity	68
front	68
four	68
clothes	68
boy	68
land	68
offered	68
cabin	68
given	68
general	68
waylands	64
moments	64
lady	64
takes	64
stock	64
character	64
foot	64
snow	64
shrugged	64
small	64
reason	64
clear	64
leaving	64
wanted	64
below	64
remember	64
summer	64
surprise	64
mildreds	64
wonder	64
trying	64
wasnt	64
fingers	64
hilliards	64
ii	64
state	64
crowd	64
rough	64
yonder	64
leaped	64
search	64
proposition	60
rival	60
power	60
donations	60
realize	60
license	60
opportunity	60
alaska	60
memory	60
says	60
closer	60
angry	60
task	60
violence	60
meanwhile	60
floor	60
bay	60
closed	60
ceased	60
baby	60
watchman	60
pass	60
broken	60
turning	60
working	60
length	60
pointed	60
serious	60
worse	60
happened	60
near	60
feeling	60
hung	60
waiting	60
blame	60
within	60
black	60
thank	60
music	60
threatened	60
line	60
child	60
entered	60
luck	60
iron	60
game	60
finished	60
nodded	60
quit	60
angrily	60
entirely	60
frightened	60
lose	60
taking	60
succeed	60
worth	60
quietly	60
loose	60
seeing	60
lie	60
window	56
storm	56
beach	56
action	56
low	56
wild	56
information	56
bit	56
tossed	56
fear	56
curiously	56
spite	56
hardly	56
winter	56
deck	56
gold	56
copy	56
access	56
sell	56
beside	56
led	56
paid	56
announced	56
none	56
weve	56
fine	56
evidently	56
living	56
soul	56
conversation	56
rage	56
possessed	56
assistance	56
send	56
able	56
situation	56
horde	56
efforts	56
plans	56
fair	56
strength	56
cheeks	56
labor	56
fire	56
tongue	56
beautiful	56
wind	56
though	56
party	56
explain	56
watching	56
cast	56
agree	56
load	56
fresh	56
fall	56
spirit	56
allow	56
younger	56
mysterious	56
stepped	56
store	56
frasers	56
arrival	52
final	52
dress	52
temper	52
real	52
pause	52
interested	52
speaker	52
fat	52
number	52
ruin	52
physical	52
sister	52
ashore	52
united	52
mouth	52
result	52
buildings	52
allowed	52
seated	52
sharply	52
neither	52
beginning	52
dawn	52
price	52
high	52
stick	52
literary	52
copyright	52
inside	52
battle	52
bound	52
craft	52
filled	52
giant	52
caught	52
soft	52
strong	52
listen	52
progress	52
main	52
arrived	52
food	52
plan	52
courage	52
fifty	52
scene	52
talked	52
georges	52
fury	52
appeared	52
forgotten	52
recognized	52
settled	52
archive	52
womans	52
boats	48
charge	48
bearing	48
difficulty	48
smoke	48
swept	48
knees	48
sick	48
roused	48
attention	48
burden	48
hurry	48
bet	48
view	48
learn	48
stopped	48
somebody	48
thoroughly	48
whence	48
confusion	48
aleut	48
ordered	48
startled	48
katmai	48
russian	48
promised	48
glass	48
officers	48
follow	48
reply	48
remained	48
gathered	48
simple	48
straits	48
needed	48
listened	48
raise	48
voices	48
utterly	48
plants	48
em	48
newspaper	48
youth	48
color	48
ways	48
less	48
sailors	48
native	48
knife	48
drawn	48
fighting	48
rapidly	48
farther	48
regarded	48
required	48
absolutely	48
necessary	48
public	48
beheld	48
dream	48
path	48
haste	48
anger	48
goodbye	48
yours	48
sore	48
lived	48
notice	48
hurried	48
build	48
join	48
step	48
relief	48
particular	44
thoughts	44
plenty	44
ebook	44
fisheries	44
whereupon	44
visit	44
handle	44
mad	44
heavily	44
bring	44
determination	44
order	44
cool	44
considerable	44
entrance	44
creature	44
section	44
waited	44
f	44
difference	44
clean	44
don	44
dropped	44
picture	44
simply	44
surely	44
evident	44
guard	44
occurred	44
bed	44
welcome	44
pair	44
marked	44
deeply	44
advised	44
explained	44
news	44
laughter	44
paragraph	44
knowledge	44
frozen	44
sake	44
breed	44
book	44
city	44
watched	44
playing	44
dragged	44
bear	44
mention	44
eager	44
nets	44
urged	44
daughter	44
hair	44
purpose	44
five	44
conscious	44
strikers	44
understanding	44
walk	44
changed	44
dreams	44
happy	44
form	44
lead	44
sky	44
travellers	44
harbor	44
east	44
garments	44
buy	44
subject	44
today	40
freight	40
loan	40
carelessly	40
slightly	40
shown	40
violently	40
aside	40
travel	40
died	40
score	40
spring	40
including	40
nome	40
drove	40
despite	40
mistress	40
smiling	40
pack	40
live	40
animal	40
cargo	40
therefore	40
